Name2,Season,Season_num,PrevSeason_num,Cum_code,Team,Key,Type,Nationality,Overseas_player,WK,Star_player,Active_T20I,Price,Cum_LY_bat_I,Cum_LY_bat_R,Cum_LY_bat_B,Cum_LY_bat_Outs,Cum_LY_bat_Avg,Cum_LY_bat_SR,Cum_LY_bat_4s,Cum_LY_bat_6s,Cum_LY_bat_30plus,Cum_LY_bat_50plus,Cum_LY_bat_100plus,Cum_LY_bowl_I,Cum_LY_bowl_B,Cum_LY_bowl_R,Cum_LY_bowl_W,Cum_LY_bowl_Econ,Cum_LY_bowl_Avg,Cum_LY_bowl_SR,Cum_LY_bowl_4W,Cum_LY_bowl_5W,Cum_LY_bowl_4s,Cum_LY_bowl_6s,Cum_LY_bowl_Dots,Cum_LY_Bat_I,Cum_LY_HardHitter,Cum_LY_Finisher%,Cum_LY_46_scored,Cum_LY_Bat_avg,Cum_LY_50plus_scored,Cum_LY_RBW,Cum_LY_Bowl_I,Cum_LY_Bowl_Econ,Cum_LY_Bowl_Avg,Cum_LY_Bowl _SR,Cum_LY_BW Taker,Cum_LY_bowl_46_conc,Cum_LY_bowl_Dots%,Cum_IPL_agg_bat_I,Cum_IPL_agg_bat_R,Cum_IPL_agg_bat_B,Cum_IPL_agg_bat_Outs,Cum_IPL_agg_bat_Avg,Cum_IPL_agg_bat_SR,Cum_IPL_agg_bat_4s,Cum_IPL_agg_bat_6s,Cum_IPL_agg_bat_30plus,Cum_IPL_agg_bat_50plus,Cum_IPL_agg_bat_100plus,Cum_IPL_agg_bowl_I,Cum_IPL_agg_bowl_B,Cum_IPL_agg_bowl_R,Cum_IPL_agg_bowl_W,Cum_IPL_agg_bowl_Econ,Cum_IPL_agg_bowl_Avg,Cum_IPL_agg_bowl_SR,Cum_IPL_agg_bowl_4W,Cum_IPL_agg_bowl_5W,Cum_IPL_agg_bowl_4s,Cum_IPL_agg_bowl_6s,Cum_IPL_agg_bowl_Dots,Cum_IPL_bat_DM_Bat_I,Cum_IPL_bat_DM_HardHitter,Cum_IPL_bat_DM_Finisher%,Cum_IPL_bat_DM_46_scored,Cum_IPL_bat_DM_Bat_avg,Cum_IPL_bat_DM_50plus_scored,Cum_IPL_bat_DM_RBW,Cum_IPL_bowl_DM_Bowl_I,Cum_IPL_bowl_DM_Bowl_Econ,Cum_IPL_bowl_DM_Bowl_Avg,Cum_IPL_bowl_DM_Bowl _SR,Cum_IPL_bowl_DM_BW Taker,Cum_IPL_bowl_DM_46_conc,Cum_IPL_bowl_DM_Dots%,Weighted_LY_bat_I,Weighted_LY_bat_R,Weighted_LY_bat_B,Weighted_LY_bat_Outs,Weighted_LY_bat_Avg,Weighted_LY_bat_SR,Weighted_LY_bat_4s,Weighted_LY_bat_6s,Weighted_LY_bat_30plus,Weighted_LY_bat_50plus,Weighted_LY_bat_100plus,Weighted_LY_bowl_I,Weighted_LY_bowl_B,Weighted_LY_bowl_R,Weighted_LY_bowl_W,Weighted_LY_bowl_Econ,Weighted_LY_bowl_Avg,Weighted_LY_bowl_SR,Weighted_LY_bowl_4W,Weighted_LY_bowl_5W,Weighted_LY_bowl_4s,Weighted_LY_bowl_6s,Weighted_LY_bowl_Dots,Weighted_LY_bat_Bat_I,Weighted_LY_bat_HardHitter,Weighted_LY_bat_Finisher%,Weighted_LY_bat_46_scored,Weighted_LY_bat_Bat_avg,Weighted_LY_bat_50plus_scored,Weighted_LY_bat_RBW,Weighted_LY_bowl_Bowl_I,Weighted_LY_bowl_Bowl_Econ,Weighted_LY_bowl_Bowl_Avg,Weighted_LY_bowl_Bowl _SR,Weighted_LY_bowl_BW Taker,Weighted_LY_bowl_46_conc,Weighted_LY_bowl_Dots%
WPUJC Vaas,2009,2,1,cum1,Deccan Chargers,,Bowl,O,1,0,1,0,200000,4,21,18,3,7,116.6666667,0,1,0,0,0,5,103,146,5,8.504854369,29.2,20.6,0,0,20,4,41,4,0.055555556,0.25,116.6666667,7,0,0.882352941,5,8.504854369,29.2,20.6,0,0.233009709,0.398058252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,73.5,63,10.5,1.75,116.6666667,0,3.5,0,0,0,42,288.4,408.8,14,8.504854369,29.2,20.6,0,0,56,11.2,114.8,42,0.055555556,0.75,116.6666667,1.75,0,0.882352941,42,8.504854369,29.2,20.6,0,0.233009709,0.398058252
AB de Villiers,2009,2,1,cum1,Delhi Daredevils,,Bat,O,1,0,1,0,300000,6,95,100,5,19,95,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.06,0.166666667,95,19,0,0.734042553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,221.6666667,233.3333333,11.66666667,5.277777778,95,11.66666667,2.333333333,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,42,0.06,0.722222222,95,5.277777778,0,0.734042553,42,0,0,0,0,0,0
G Gambhir,2009,2,1,cum1,Delhi Daredevils,,Bat,I,0,0,1,0,725000,14,534,394,13,41.07692308,135.5329949,68,8,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0.192893401,0.071428571,135.5329949,41.07692308,0.357142857,0.672955975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,534,394,13,12.71428571,135.5329949,68,8,8,5,0,42,0,0,0,0,0,0,0,0,0,0,0,42,0.192893401,0.69047619,135.5329949,12.71428571,0.119047619,0.672955975,42,0,0,0,0,0,0
KD Karthik,2009,2,1,cum1,Delhi Daredevils,,WK,I,0,1,1,0,525000,8,145,108,6,24.16666667,134.2592593,13,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.157407407,0.25,134.2592593,24.16666667,0.125,0.758241758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,253.75,189,10.5,6.041666667,134.2592593,22.75,7,1.75,1.75,0,42,0,0,0,0,0,0,0,0,0,0,0,42,0.157407407,0.75,134.2592593,6.041666667,0.041666667,0.758241758,42,0,0,0,0,0,0
MF Maharoof,2009,2,1,cum1,Delhi Daredevils,,AR,O,1,0,1,0,225000,8,125,79,6,20.83333333,158.2278481,10,7,1,0,0,10,226,255,15,6.769911504,17,15.06666667,0,0,17,10,84,8,0.215189873,0.25,158.2278481,20.83333333,0,0.693548387,10,6.769911504,17,15.06666667,0,0.119469027,0.371681416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,218.75,138.25,10.5,5.208333333,158.2278481,17.5,12.25,1.75,0,0,42,316.4,357,21,6.769911504,17,15.06666667,0,0,23.8,14,117.6,42,0.215189873,0.75,158.2278481,5.208333333,0,0.693548387,42,6.769911504,17,15.06666667,0,0.119469027,0.371681416
MK Tiwary,2009,2,1,cum1,Delhi Daredevils,,Bat,I,0,0,0,0,675000,7,104,87,4,26,119.5402299,16,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0.183908046,0.428571429,119.5402299,26,0,0.563380282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,208,174,8,4.952380952,119.5402299,32,0,4,0,0,42,0,0,0,0,0,0,0,0,0,0,0,42,0.183908046,0.80952381,119.5402299,4.952380952,0,0.563380282,42,0,0,0,0,0,0
TM Dilshan,2009,2,1,cum1,Delhi Daredevils,,Bat,O,1,0,1,0,250000,7,104,79,6,17.33333333,131.6455696,14,3,1,0,0,1,6,3,1,3,3,6,0,0,0,0,3,7,0.215189873,0.142857143,131.6455696,17.33333333,0,0.483870968,1,3,3,6,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,208,158,12,4.952380952,131.6455696,28,6,2,0,0,42,84,42,14,3,3,6,0,0,0,0,42,42,0.215189873,0.714285714,131.6455696,4.952380952,0,0.483870968,42,3,3,6,0,0,0.5
B Lee,2009,2,1,cum1,Kings XI Punjab,,Bowl,O,1,0,1,0,900000,3,17,14,1,17,121.4285714,2,1,0,0,0,4,99,118,4,7.151515152,29.5,24.75,0,0,16,2,44,3,0.214285714,0.666666667,121.4285714,17,0,0.272727273,4,7.151515152,29.5,24.75,0,0.181818182,0.444444444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,79.33333333,65.33333333,4.666666667,1.888888889,121.4285714,9.333333333,4.666666667,0,0,0,42,346.5,413,14,7.151515152,29.5,24.75,0,0,56,7,154,42,0.214285714,0.888888889,121.4285714,1.888888889,0,0.272727273,42,7.151515152,29.5,24.75,0,0.181818182,0.444444444
DPMD Jayawardene,2009,2,1,cum1,Kings XI Punjab,,Bat,O,1,0,1,0,475000,12,179,138,7,25.57142857,129.7101449,15,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0.15942029,0.416666667,129.7101449,25.57142857,0,0.663793103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,208.8333333,161,8.166666667,4.972222222,129.7101449,17.5,8.166666667,2.333333333,0,0,42,0,0,0,0,0,0,0,0,0,0,0,42,0.15942029,0.805555556,129.7101449,4.972222222,0,0.663793103,42,0,0,0,0,0,0
IK Pathan,2009,2,1,cum1,Kings XI Punjab,,AR,I,0,0,1,0,925000,10,131,120,6,21.83333333,109.1666667,9,6,1,0,0,14,336,361,15,6.446428571,24.06666667,22.4,0,0,32,13,150,10,0.125,0.4,109.1666667,21.83333333,0,0.561904762,14,6.446428571,24.06666667,22.4,0,0.133928571,0.446428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,183.4,168,8.4,4.366666667,109.1666667,12.6,8.4,1.4,0,0,42,336,361,15,6.446428571,24.06666667,22.4,0,0,32,13,150,42,0.125,0.8,109.1666667,4.366666667,0,0.561904762,42,6.446428571,24.06666667,22.4,0,0.133928571,0.446428571
KC Sangakkara,2009,2,1,cum1,Kings XI Punjab,,WK,O,1,1,1,0,700000,9,320,207,9,35.55555556,154.589372,41,8,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.236714976,0,154.589372,35.55555556,0.444444444,0.683544304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,497.7777778,322,14,11.85185185,154.589372,63.77777778,12.44444444,6.222222222,6.222222222,0,42,0,0,0,0,0,0,0,0,0,0,0,42,0.236714976,0.666666667,154.589372,11.85185185,0.148148148,0.683544304,42,0,0,0,0,0,0
PP Chawla,2009,2,1,cum1,Kings XI Punjab,,Bowl,I,0,0,0,0,400000,7,90,61,4,22.5,147.5409836,10,3,0,0,0,15,286,396,17,8.307692308,23.29411765,16.82352941,0,0,28,21,110,7,0.213114754,0.428571429,147.5409836,22.5,0,0.666666667,15,8.307692308,23.29411765,16.82352941,0,0.171328671,0.384615385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,180,122,8,4.285714286,147.5409836,20,6,0,0,0,42,266.9333333,369.6,15.86666667,8.307692308,23.29411765,16.82352941,0,0,26.13333333,19.6,102.6666667,42,0.213114754,0.80952381,147.5409836,4.285714286,0,0.666666667,42,8.307692308,23.29411765,16.82352941,0,0.171328671,0.384615385
RR Powar,2009,2,1,cum1,Kings XI Punjab,,AR,I,0,0,0,0,170000,1,28,21,0,0,133.3333333,4,1,0,0,0,5,77,93,3,7.246753247,31,25.66666667,0,0,8,4,30,1,0.238095238,1,133.3333333,0,0,0.375,5,7.246753247,31,25.66666667,0,0.155844156,0.38961039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,392,294,0,9.333333333,133.3333333,56,14,0,0,0,42,215.6,260.4,8.4,7.246753247,31,25.66666667,0,0,22.4,11.2,84,42,0.238095238,1,133.3333333,9.333333333,0,0.375,42,7.246753247,31,25.66666667,0,0.155844156,0.38961039
RS Bopara,2009,2,1,cum1,Kings XI Punjab,,AR,O,1,0,1,0,450000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,42,0,1,0,0,0,0,42,0,0,0,0,0,0
S Sreesanth,2009,2,1,cum1,Kings XI Punjab,,Bowl,I,0,0,0,0,625000,2,0,3,1,0,0,0,0,0,0,0,15,332,451,19,8.15060241,23.73684211,17.47368421,0,0,53,11,132,2,0,0.5,0,0,0,0,15,8.15060241,23.73684211,17.47368421,0,0.192771084,0.397590361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,21,7,0,0,0,0,0,0,0,42,309.8666667,420.9333333,17.73333333,8.15060241,23.73684211,17.47368421,0,0,49.46666667,10.26666667,123.2,42,0,0.833333333,0,0,0,0,42,8.15060241,23.73684211,17.47368421,0,0.192771084,0.397590361
SM Katich,2009,2,1,cum1,Kings XI Punjab,,AR,O,1,0,1,0,200000,2,96,72,1,96,133.3333333,11,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.180555556,0.5,133.3333333,96,0.5,0.677966102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,672,504,7,16,133.3333333,77,14,7,7,0,42,0,0,0,0,0,0,0,0,0,0,0,42,0.180555556,0.833333333,133.3333333,16,0.166666667,0.677966102,42,0,0,0,0,0,0
AB Agarkar,2009,2,1,cum1,Kolkata Knight Riders,,Bowl,I,0,0,1,0,350000,6,54,49,5,10.8,110.2040816,5,2,0,0,0,9,168,211,8,7.535714286,26.375,21,0,0,21,8,66,6,0.142857143,0.166666667,110.2040816,10.8,0,0.523809524,9,7.535714286,26.375,21,0,0.172619048,0.392857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,126,114.3333333,11.66666667,3,110.2040816,11.66666667,4.666666667,0,0,0,42,261.3333333,328.2222222,12.44444444,7.535714286,26.375,21,0,0,32.66666667,12.44444444,102.6666667,42,0.142857143,0.722222222,110.2040816,3,0,0.523809524,42,7.535714286,26.375,21,0,0.172619048,0.392857143
BB McCullum,2009,2,1,cum1,Kolkata Knight Riders,,Bat,O,1,0,1,0,700000,4,188,96,3,62.66666667,195.8333333,13,15,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0.291666667,0.25,195.8333333,62.66666667,0.25,0.676470588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,658,336,10.5,15.66666667,195.8333333,45.5,52.5,3.5,3.5,3.5,42,0,0,0,0,0,0,0,0,0,0,0,42,0.291666667,0.75,195.8333333,15.66666667,0.083333333,0.676470588,42,0,0,0,0,0,0
DJ Hussey,2009,2,1,cum1,Kolkata Knight Riders,,Bat,O,1,0,1,0,625000,13,319,267,11,29,119.4756554,19,17,5,2,0,5,79,134,2,10.17721519,67,39.5,0,0,8,9,24,13,0.134831461,0.153846154,119.4756554,29,0.153846154,0.61038961,5,10.17721519,67,39.5,0,0.215189873,0.303797468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,343.5384615,287.5384615,11.84615385,8.179487179,119.4756554,20.46153846,18.30769231,5.384615385,2.153846154,0,42,221.2,375.2,5.6,10.17721519,67,39.5,0,0,22.4,25.2,67.2,42,0.134831461,0.717948718,119.4756554,8.179487179,0.051282051,0.61038961,42,10.17721519,67,39.5,0,0.215189873,0.303797468
I Sharma,2009,2,1,cum1,Kolkata Knight Riders,,Bowl,I,0,0,1,0,950000,5,11,11,1,11,100,1,0,0,0,0,13,266,348,7,7.84962406,49.71428571,38,0,0,44,5,110,5,0.090909091,0.8,100,11,0,0.7,13,7.84962406,49.71428571,38,0,0.184210526,0.413533835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,30.8,30.8,2.8,0.733333333,100,2.8,0,0,0,0,42,286.4615385,374.7692308,7.538461538,7.84962406,49.71428571,38,0,0,47.38461538,5.384615385,118.4615385,42,0.090909091,0.933333333,100,0.733333333,0,0.7,42,7.84962406,49.71428571,38,0,0.184210526,0.413533835
M Kartik,2009,2,1,cum1,Kolkata Knight Riders,,Bowl,I,0,0,1,0,425000,3,30,28,3,10,107.1428571,3,0,0,0,0,5,89,132,3,8.898876404,44,29.66666667,0,0,12,7,31,3,0.107142857,0,107.1428571,10,0,0.72,5,8.898876404,44,29.66666667,0,0.213483146,0.348314607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,140,130.6666667,14,3.333333333,107.1428571,14,0,0,0,0,42,249.2,369.6,8.4,8.898876404,44,29.66666667,0,0,33.6,19.6,86.8,42,0.107142857,0.666666667,107.1428571,3.333333333,0,0.72,42,8.898876404,44,29.66666667,0,0.213483146,0.348314607
Mashrafe Mortaza,2009,2,1,cum1,Kolkata Knight Riders,,Bowl,O,1,0,1,0,600000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,42,0,1,0,0,0,0,42,0,0,0,0,0,0
Harbhajan Singh,2009,2,1,cum1,Mumbai Indians,,Bowl,I,0,0,1,0,850000,3,30,17,2,15,176.4705882,1,3,0,0,0,3,62,84,5,8.129032258,16.8,12.4,0,0,6,3,16,3,0.235294118,0.333333333,176.4705882,15,0,0.615384615,3,8.129032258,16.8,12.4,0,0.14516129,0.258064516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,140,79.33333333,9.333333333,3.333333333,176.4705882,4.666666667,14,0,0,0,42,289.3333333,392,23.33333333,8.129032258,16.8,12.4,0,0,28,14,74.66666667,42,0.235294118,0.777777778,176.4705882,3.333333333,0,0.615384615,42,8.129032258,16.8,12.4,0,0.14516129,0.258064516
JP Duminy,2009,2,1,cum1,Mumbai Indians,,Bat,O,1,0,1,0,950000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,42,0,1,0,0,0,0,42,0,0,0,0,0,0
Mohammad Ashraful,2009,2,1,cum1,Mumbai Indians,,Bat,O,1,0,1,0,75000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,42,0,1,0,0,0,0,42,0,0,0,0,0,0
ST Jayasuriya,2009,2,1,cum1,Mumbai Indians,,AR,O,1,0,1,0,975000,14,514,333,12,42.83333333,154.3543544,57,31,7,3,1,8,127,163,4,7.700787402,40.75,31.75,0,0,10,6,36,14,0.264264264,0.142857143,154.3543544,42.83333333,0.214285714,0.408163265,8,7.700787402,40.75,31.75,0,0.125984252,0.283464567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,514,333,12,12.23809524,154.3543544,57,31,7,3,1,42,222.25,285.25,7,7.700787402,40.75,31.75,0,0,17.5,10.5,63,42,0.264264264,0.714285714,154.3543544,12.23809524,0.071428571,0.408163265,42,7.700787402,40.75,31.75,0,0.125984252,0.283464567
Z Khan,2009,2,1,cum1,Mumbai Indians,,Bowl,I,0,0,1,0,450000,7,34,43,4,8.5,79.06976744,4,0,0,0,0,11,258,369,13,8.581395349,28.38461538,19.84615385,0,0,50,7,100,7,0.093023256,0.428571429,79.06976744,8.5,0,0.461538462,11,8.581395349,28.38461538,19.84615385,0,0.220930233,0.387596899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,68,86,8,1.619047619,79.06976744,8,0,0,0,0,42,328.3636364,469.6363636,16.54545455,8.581395349,28.38461538,19.84615385,0,0,63.63636364,8.909090909,127.2727273,42,0.093023256,0.80952381,79.06976744,1.619047619,0,0.461538462,42,8.581395349,28.38461538,19.84615385,0,0.220930233,0.387596899
GC Smith,2009,2,1,cum1,Rajasthan Royals,,Bat,O,1,0,1,0,250000,11,441,375,9,49,117.6,54,8,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0.165333333,0.181818182,117.6,49,0.272727273,0.565495208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,561.2727273,477.2727273,11.45454545,13.36363636,117.6,68.72727273,10.18181818,7.636363636,3.818181818,0,42,0,0,0,0,0,0,0,0,0,0,0,42,0.165333333,0.727272727,117.6,13.36363636,0.090909091,0.565495208,42,0,0,0,0,0,0
MM Patel,2009,2,1,cum1,Rajasthan Royals,,Bowl,I,0,0,0,0,275000,1,0,1,0,0,0,0,0,0,0,0,15,336,423,14,7.553571429,30.21428571,24,0,0,48,12,141,1,0,1,0,0,0,0,15,7.553571429,30.21428571,24,0,0.178571429,0.419642857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,14,0,0,0,0,0,0,0,0,42,313.6,394.8,13.06666667,7.553571429,30.21428571,24,0,0,44.8,11.2,131.6,42,0,1,0,0,0,0,42,7.553571429,30.21428571,24,0,0.178571429,0.419642857
SK Warne,2009,2,1,cum1,Rajasthan Royals,,Bowl,O,1,0,1,0,450000,7,70,60,5,14,116.6666667,7,2,0,0,0,15,319,409,19,7.692789969,21.52631579,16.78947368,0,0,23,19,107,7,0.15,0.285714286,116.6666667,14,0,0.588235294,15,7.692789969,21.52631579,16.78947368,0,0.131661442,0.335423197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,140,120,10,3.333333333,116.6666667,14,4,0,0,0,42,297.7333333,381.7333333,17.73333333,7.692789969,21.52631579,16.78947368,0,0,21.46666667,17.73333333,99.86666667,42,0.15,0.761904762,116.6666667,3.333333333,0,0.588235294,42,7.692789969,21.52631579,16.78947368,0,0.131661442,0.335423197
T Henderson,2009,2,1,cum1,Rajasthan Royals,,Bowl,O,1,0,1,0,650000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,42,0,1,0,0,0,0,42,0,0,0,0,0,0
YK Pathan,2009,2,1,cum1,Rajasthan Royals,,AR,I,0,0,1,0,475000,15,435,253,14,31.07142857,171.9367589,43,25,7,4,0,13,170,233,8,8.223529412,29.125,21.25,0,0,11,16,59,15,0.268774704,0.066666667,171.9367589,31.07142857,0.266666667,0.610810811,13,8.223529412,29.125,21.25,0,0.158823529,0.347058824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,406,236.1333333,13.06666667,9.666666667,171.9367589,40.13333333,23.33333333,6.533333333,3.733333333,0,42,183.0769231,250.9230769,8.615384615,8.223529412,29.125,21.25,0,0,11.84615385,17.23076923,63.53846154,42,0.268774704,0.688888889,171.9367589,9.666666667,0.088888889,0.610810811,42,8.223529412,29.125,21.25,0,0.158823529,0.347058824
A Kumble,2009,2,1,cum1,Royal Challengers Bangalore,,Bowl,I,0,0,1,0,500000,4,13,17,2,6.5,76.47058824,1,0,0,0,0,10,236,314,7,7.983050847,44.85714286,33.71428571,0,0,27,14,85,4,0.058823529,0.5,76.47058824,6.5,0,0.5625,10,7.983050847,44.85714286,33.71428571,0,0.173728814,0.360169492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,45.5,59.5,7,1.083333333,76.47058824,3.5,0,0,0,0,42,330.4,439.6,9.8,7.983050847,44.85714286,33.71428571,0,0,37.8,19.6,119,42,0.058823529,0.833333333,76.47058824,1.083333333,0,0.5625,42,7.983050847,44.85714286,33.71428571,0,0.173728814,0.360169492
DW Steyn,2009,2,1,cum1,Royal Challengers Bangalore,,Bowl,O,1,0,1,0,325000,2,2,5,1,2,40,0,0,0,0,0,10,247,265,10,6.437246964,26.5,24.7,0,0,29,5,116,2,0,0.5,40,2,0,0.4,10,6.437246964,26.5,24.7,0,0.137651822,0.469635628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,14,35,7,0.333333333,40,0,0,0,0,0,42,345.8,371,14,6.437246964,26.5,24.7,0,0,40.6,7,162.4,42,0,0.833333333,40,0.333333333,0,0.4,42,6.437246964,26.5,24.7,0,0.137651822,0.469635628
